,Job Title,Company,location,site,jobtype,health_insurance,Dental_insurance,years of experience,salary,benefits_401k,stocks,date_posted,Unnamed: 0,lower_limit_salary,upper_limit_salary
375,Data Engineer,Guitar Center,Westlake Village,Glassdoor,Full-time,0,0,5,"[116000, 130000]",0,0,30,80.0,116000,130000.0
376,Data Techno-Functional Engineer,BayOne,Pleasanton,ZipRecruiter,Full-time,0,0,0,"[0, 0]",0,0,30,81.0,0,0.0
377,Lead Data Engineer,Pacific Life Insurance Company,Newport Beach,Workday,Full-time,1,1,0,"[0, 0]",1,1,9,82.0,0,0.0
378,Sr. Data Engineer (Platform),GoodRx,Anywhere • via Built In NYC,Built In NYC,Full-time,1,1,8,"[121000, 257000]",1,1,15,83.0,121000,257000.0
379,Data Engineer I,GumGum,Santa Monica,Greenhouse,Full-time and Part-time,1,0,2,"[119000, 137000]",1,1,30,84.0,119000,137000.0
380,Software / Data Engineer (1399),Zapata Technology,Del Rey Oaks,Adzuna,Full-time,0,0,4,"[105000, 138000]",1,1,3,85.0,105000,138000.0
381,Senior Data Engineer,Walmart,Danville,Prime Job Seekers,Contractor,1,1,7,"[117000, 234000]",1,1,6,86.0,117000,234000.0
382,Business Intelligence Engineer,Amazon,Cupertino,LinkedIn,Full-time,1,1,3,"[74100, 165600]",1,1,11,87.0,74100,165600.0
383,Data Solutions Engineer,"Softworld, Inc.",Sacramento,"Softworld, Inc.","Full-time, Part-time, and Contractor",0,0,0,"[0, 0]",1,1,5,88.0,0,0.0
384,"W2 Role _ (Agile1) Data Engineer_ Oakland, CA",Cadre Technologies Services LLC,Piedmont,ZipRecruiter,Full-time,0,0,5,"[0, 0]",0,0,5,89.0,0,0.0
385,Data Engineer,Wipro Limited,Sacramento,OPTnation,Full-time,0,0,3,"[125000, 135000]",0,0,30,90.0,125000,135000.0
386,Director of Data Engineering & Analytics,Wellth,Marina Del Rey,Greenhouse,Full-time,1,1,7,"[200000, 200000]",0,0,30,91.0,200000,200000.0
387,Sr. Data Engineer with AWS experience,AVM Consulting,Anywhere • via Built In Los Angeles,Built In Los Angeles,Full-time,0,0,5,"[100000, 220000]",0,0,13,92.0,100000,220000.0
388,Staff Data Engineer II,Insight Global,Los Angeles,Insight Global,Full-time and Part-time,0,0,0,"[0, 0]",1,1,30,93.0,0,0.0
389,Data Engineer (L5) - Content Machine Learning,"Netflix, Inc.",Los Angeles,Dice.com,Full-time,1,1,4,"[170000, 720000]",1,1,30,94.0,170000,0.0
390,Data Engineer,Walmart,Half Moon Bay,Prime Job Seekers,Full-time,1,1,4,"[0, 0]",1,1,6,95.0,0,0.0
391,Senior Software Engineer - FDB Performance,Snowflake,San Mateo,Snowflake Careers,Full-time,0,0,8,"[0, 0]",1,1,2,96.0,0,0.0
392,Data Engineer,Robert Half,Calabasas,Job,Full-time,0,0,0,"[268800, 268800]",0,0,3,97.0,268800,268800.0
393,10453 - Data Engineer I,Hyundai Autoever America,Fountain Valley,Dice.com,Full-time,0,0,0,"[69390, 90200]",0,0,12,98.0,69390,90200.0
394,Data engineers - Graph DB,Futran Tech Solutions Pvt. Ltd.,Sunnyvale,ZipRecruiter,Full-time,0,0,8,"[0, 0]",0,0,30,99.0,0,0.0
395,Data Engineer,ScaleneWorks,Aliso Viejo,Jooble,Full-time and Part-time,0,0,4,[70000],0,0,7,100.0,70000,
396,Data Engineer,Planck Technology,California City,OPTnation,Contractor,0,0,4,"[80000, 100000]",0,0,30,101.0,80000,100000.0
397,"SENIOR, DATA ENGINEER - DATA VENTURES",Walmart,Santa Clara,Prime Job Seekers,Full-time,1,1,0,"[0, 0]",0,0,6,102.0,0,0.0
398,Data Migration Consultant- Data Engineer,Snappyhires,Sacramento,Glassdoor,Full-time,0,0,0,"[0, 0]",0,0,29,103.0,0,0.0
399,"Data Engineer , Stores FinTech",Amazon,La Puente,Ladders,Full-time,0,0,1,"[913, 251520]",1,1,30,104.0,913,251520.0
400,"Principal Data Engineer, Platform",LeafLink,Los Angeles,Adzuna,"Full-time, Part-time, and Contractor",1,1,1,"[0, 0]",1,1,30,105.0,0,0.0
401,Senior Lead Data Engineer,Anywhere Real Estate,Riverside,Get.It,Full-time and Part-time,1,1,7,"[0, 0]",1,1,11,106.0,0,0.0
402,Azure Data Engineer,VISART,Claremont,OPTnation,Full-time,0,0,7,"[107000, 107000]",1,1,30,107.0,107000,107000.0
403,"(USA) SENIOR, DATA ENGINEER",Walmart,Danville,Prime Job Seekers,Full-time,1,1,7,"[0, 0]",1,1,6,108.0,0,0.0
404,"Data Engineer, Amazon Smart Vehicles",Amazon,Irvine,LinkedIn,Full-time and Part-time,1,0,1,"[91200, 185000]",1,1,11,109.0,91200,185000.0
405,Data Engineer Lead,ASR Analytics,Rancho Cordova,Ladders,Contractor,0,0,5,"[150000, 170000]",0,1,30,110.0,150000,170000.0
406,"SENIOR, DATA ENGINEER - DATA VENTURES",Walmart,Atherton,Prime Job Seekers,"Full-time, Part-time, and Contractor",1,1,0,"[0, 0]",0,0,6,111.0,0,0.0
407,Entry Level Developer/Coder/Programmer/Data Scientist/Analyst/Engineer,SynergisticIT,Rialto,LinkedIn,Full-time,0,0,0,"[0, 0]",0,0,30,112.0,0,0.0
408,Data Engineer / Data Analyst,SystemoneX Inc,California City,OPTnation,Full-time,0,0,2,"[0, 0]",0,0,30,113.0,0,0.0
409,Data Engineer - Anaheim,Robert Half,Anaheim,Jobted,Full-time,0,0,5,"[0, 0]",0,0,11,114.0,0,0.0
410,Senior Data Engineer - Snowflake (Data Warehousing),Moss Adams LLP,Woodland Hills,WhatJobs,Full-time,0,0,0,"[0, 0]",0,0,5,115.0,0,0.0
411,Business Intelligence Data Engineer,MotorTrend Group,El Segundo,Ladders,Full-time,0,0,4,"[187000, 200000]",0,0,30,116.0,187000,200000.0
412,DATA ENGINEER,VSolvit,Norco,Indeed,Full-time,1,1,5,"[90000, 105000]",0,0,30,117.0,90000,105000.0
413,Data Engineer,The Guitar Center Company,Westlake Village,LinkedIn,Full-time and Part-time,0,0,5,"[116000, 130000]",0,0,24,118.0,116000,130000.0
414,Data Engineer,AltaMed Health Services,Montebello,Learn4Good,Full-time,1,1,5,"[80000, 100000]",1,1,30,119.0,80000,100000.0
415,"(USA) SENIOR, DATA ENGINEER",Walmart,Lafayette,Prime Job Seekers,Full-time,1,1,7,"[0, 0]",1,1,6,120.0,0,0.0
416,Software and Data Engineer,TGS Management Company,Irvine,Indeed,Full-time and Part-time,0,0,0,"[0, 0]",1,1,30,121.0,0,0.0
417,"Director, Data Engineering",The Walt Disney Company,Santa Monica,LinkedIn,Full-time,1,0,2,"[0, 0]",1,1,6,122.0,0,0.0
418,"(USA) SENIOR, DATA ENGINEER",Walmart,Los Gatos,Prime Job Seekers,Full-time,1,1,7,"[0, 0]",1,1,6,123.0,0,0.0
419,Big Data Engineer,Cotocus,Sacramento,Indeed,Full-time,0,0,6,"[0, 0]",1,1,30,124.0,0,0.0
420,Sr. Data Engineer,Frontend Arts,Gold Beach,Ladders,Full-time,0,0,0,"[217, 309120]",0,1,22,125.0,217,309120.0
421,Senior/Staff Data Engineer,Sift,El Segundo,LinkedIn,Full-time and Part-time,1,1,7,"[0, 0]",0,1,12,126.0,0,0.0
422,Network Data Engineer,ACL Digital,Los Angeles,ZipRecruiter,Full-time,0,0,0,"[0, 0]",1,1,30,127.0,0,0.0
423,DATA ENGINEER III - DATA VENTURES,Walmart,Portola Valley,Prime Job Seekers,Full-time,1,1,4,"[0, 0]",1,1,6,128.0,0,0.0
424,Knowledge Graph / Data Engineering - Manager,PwC,California • via LinkedIn,LinkedIn,Full-time,1,1,5,"[100000, 232000]",1,1,9,129.0,100000,232000.0
425,Data Engineer,Ensign Services,San Juan Capistrano,Indeed,Full-time,1,1,3,"[90000, 130000]",1,1,25,130.0,90000,130000.0
426,AWS Data Engineer,"UNICON International, Inc.",Torrance,ZipRecruiter,Full-time and Part-time,1,1,5,"[272640, 291840]",1,1,24,131.0,272640,291840.0
427,Network Data Engineer,Calsoft Labs,Los Angeles,ZipRecruiter,Full-time,0,0,0,"[0, 0]",0,0,30,132.0,0,0.0
428,"SENIOR, DATA ENGINEER - DATA VENTURES",Walmart,Lafayette,Prime Job Seekers,Full-time and Part-time,1,1,0,"[0, 0]",0,0,6,133.0,0,0.0
429,Data Analyst/Engineer,PragerU,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,1,0,4,"[135000, 150000]",1,1,8,134.0,135000,150000.0
430,"(USA) SENIOR, DATA ENGINEER",Walmart,Pleasant Hill,Prime Job Seekers,Full-time and Part-time,1,1,7,"[0, 0]",1,1,6,135.0,0,0.0
431,Senior Telecom Engineer - Data Center - Hybrid (Flexible Location),Jacobs,Pasadena,LinkedIn,Full-time,0,0,8,"[0, 0]",1,1,30,136.0,0,0.0
432,"(USA) SENIOR, DATA ENGINEER",Walmart,Orinda,Prime Job Seekers,Full-time and Part-time,1,1,7,"[0, 0]",1,1,6,137.0,0,0.0
433,Data Engineering Intern,Pacific Life,Newport Beach,LinkedIn,Full-time and Part-time,0,0,0,"[48000, 57600]",1,1,17,138.0,48000,57600.0
434,DATA ENGINEER III - DATA VENTURES,Walmart,South San Francisco,Prime Job Seekers,Full-time and Part-time,1,1,4,"[0, 0]",1,1,6,139.0,0,0.0
435,"SENIOR, DATA ENGINEER - DATA VENTURES",Walmart,Campbell,Prime Job Seekers,Full-time and Part-time,1,1,0,"[0, 0]",1,1,6,140.0,0,0.0
436,"Group Director, Software Engineering - Transactional Systems Revenue and Data Intelligence",Walmart,Milpitas,ZipRecruiter,Full-time and Part-time,1,1,8,"[254000, 481000]",1,1,13,141.0,254000,0.0
437,DATA ENGINEER III - DATA VENTURES,Walmart,Brisbane,Prime Job Seekers,Full-time and Part-time,1,1,4,"[0, 0]",1,1,6,142.0,0,0.0
438,DATA ENGINEER III - DATA VENTURES,Walmart,Tracy,Prime Job Seekers,Full-time and Part-time,1,1,4,"[0, 0]",1,1,6,143.0,0,0.0
439,"(USA) SENIOR, DATA ENGINEER",Walmart,Capitola,Prime Job Seekers,Full-time and Part-time,1,1,7,"[0, 0]",1,1,6,144.0,0,0.0
440,"SENIOR, DATA ENGINEER - DATA VENTURES",Walmart,Santa Cruz,Prime Job Seekers,Full-time and Part-time,1,1,0,"[0, 0]",1,1,6,145.0,0,0.0
441,"(USA) SENIOR, DATA ENGINEER",Walmart,Morgan Hill,Prime Job Seekers,Full-time and Part-time,1,1,7,"[0, 0]",1,1,6,146.0,0,0.0
442,"SENIOR, DATA SCIENTIST - MACHINE LEARNING ENGINEER",Walmart,Portola Valley,Prime Job Seekers,Full-time and Part-time,1,1,5,"[117000, 234000]",1,1,6,147.0,117000,234000.0
443,"SENIOR, DATA SCIENTIST - MACHINE LEARNING ENGINEER",Walmart,Daly City,Prime Job Seekers,Full-time and Part-time,1,1,5,"[117000, 234000]",1,1,6,148.0,117000,234000.0
444,SOFTWARE ENGINEER III- BACK END DATA,Walmart,South San Francisco,Prime Job Seekers,"Full-time, Part-time, and Internship",1,1,5,"[117000, 234000]",1,1,6,149.0,117000,234000.0
445,"SENIOR, SOFTWARE ENGINEER (BACKEND BIG DATA)",Walmart,Alameda,Prime Job Seekers,Full-time and Part-time,1,1,5,"[0, 0]",1,1,6,150.0,0,0.0
446,"(USA) SENIOR, DATA SCIENTIST (COMPUTER VISION ENGINEER)",Walmart,Oakland,Prime Job Seekers,Full-time and Part-time,1,1,5,"[117000, 234000]",1,1,6,151.0,117000,234000.0
447,Junior Data Scientist,Hello Lilly Labs,San Francisco,LinkedIn,Full-time,0,0,0,"[0, 0]",0,1,1,152.0,0,0.0
448,ML - Data Scientist,Apple,Sunnyvale,Careers At Apple,Full-time,1,1,4,"[143100, 264200]",0,1,4,153.0,143100,264200.0
449,"Data Scientist, Square Point of Sale",Block,San Francisco,LinkedIn,Full-time,0,0,3,"[142000, 213000]",1,1,1,154.0,142000,213000.0
450,Senior Data Scientist,Walmart,Union City,Prime Job Seekers,Full-time and Part-time,1,1,5,"[117000, 234000]",1,1,5,155.0,117000,234000.0
451,data scientist (entry level),SynergisticIT,Fremont,ZipRecruiter,Full-time,0,0,0,"[0, 0]",1,1,30,156.0,0,0.0
452,"Data Scientist, Data Strategy and Analytics",Abbott Laboratories,Alameda,Abbott Jobs,Full-time,1,0,8,"[144100, 288300]",0,0,4,157.0,144100,288300.0
453,Data Scientist,Info Way Solutions,Fremont,LinkedIn,Full-time,0,0,4,"[0, 0]",0,0,30,158.0,0,0.0
454,Sr Data Scientist,Fanatics,San Mateo,Ladders,Full-time,0,0,4,"[152000, 190000]",0,1,2,159.0,152000,190000.0
455,"Data Scientist, WW Demand Planning",Apple,Sunnyvale,Careers At Apple,Full-time,1,1,0,"[165500, 248700]",0,1,17,160.0,165500,248700.0
456,"Data Scientist, TikTok Risk Issues - San Jose",TikTok,San Jose,LinkedIn,Full-time,1,1,0,"[144000, 240000]",0,1,3,161.0,144000,240000.0
457,Data Scientist Jobs,Turing.com,Anywhere • via Turing,Turing,Full-time,0,0,3,"[0, 0]",1,1,7,162.0,0,0.0
458,"Senior, Data Scientist - Advertising Measurement",Walmart,Fremont,ZipRecruiter,Full-time and Part-time,1,1,5,"[108000, 234000]",1,1,5,163.0,108000,234000.0
459,"Senior Staff Data Scientist, Product",Google,Sunnyvale,LinkedIn,Full-time,1,0,3,"[214000, 305000]",1,1,3,164.0,214000,305000.0
460,Lead Biomedical Informatics Data Scientist,Stanford Health Care,Redwood City,LinkedIn,Full-time,0,0,6,"[122880, 163200]",0,1,2,165.0,122880,163200.0
461,ML Data Scientist - Computer Vision,Apple,Sunnyvale,Careers At Apple,Full-time,1,1,3,"[143100, 264200]",1,1,30,166.0,143100,264200.0
462,"SENIOR, DATA SCIENTIST - MACHINE LEARNING ENGINEER",Walmart,Union City,Prime Job Seekers,Full-time and Part-time,1,1,5,"[117000, 234000]",1,1,6,167.0,117000,234000.0
463,Data Scientist,Natera,San Carlos,Glassdoor,Full-time,1,1,2,"[600, 247680]",1,1,9,168.0,600,247680.0
464,Junior Data Scientist/Analyst (Remote),SynergisticIT,Fremont,LinkedIn,Contractor,0,0,0,"[0, 0]",1,1,30,169.0,0,0.0
465,"Senior, Data Scientist, Machine Learning Platform",Walmart,Sunnyvale,Walmart Careers,Full-time and Part-time,1,1,5,"[117000, 234000]",1,1,27,170.0,117000,234000.0
466,"Senior Data Scientist, Finance",Snowflake,San Mateo,Snowflake Careers,Full-time,1,1,0,"[148000, 218500]",1,1,1,171.0,148000,218500.0
467,"Senior Manager, Data Science-Manager of the Center of Excellence in Data Science and AI",PG&E Corporation,Oakland,Pacific Gas And Electric Company - PG&E,Full-time,0,0,4,"[167000, 167000]",1,1,30,172.0,167000,167000.0
468,Senior Staff Data Scientist,Velocity Global,Palo Alto,Velocity Global,Full-time,1,1,7,"[0, 0]",0,1,16,173.0,0,0.0
469,Data Scientist,Apple,Sunnyvale,ZipRecruiter,Full-time,0,0,0,"[136000, 249000]",1,0,30,174.0,136000,249000.0
470,Data Scientist,Abbott Laboratories,Alameda,Abbott Jobs,Full-time,1,1,0,"[0, 0]",1,0,5,175.0,0,0.0
471,"IS Engineer, Data Scientist - Police (1042)",City and County of San Francisco,San Francisco,SF Careers - City And County Of San Francisco,Full-time,0,0,0,"[0, 0]",1,1,30,176.0,0,0.0
472,Data Scientist,Glean,Palo Alto,Greenhouse,Full-time,1,1,4,"[145000, 145000]",1,1,30,177.0,145000,145000.0
473,"Data Scientist, Product Analytics - Machine Learning",Meta,Sunnyvale,LinkedIn,Full-time,1,0,6,"[173000, 242000]",1,1,2,178.0,173000,242000.0
474,Data Scientist,The Voleon Group,Berkeley,Glassdoor,Full-time,1,1,1,"[150000, 190000]",1,1,2,179.0,150000,190000.0
475,Data Scientist (L1),Stratus Data,Mountain View,Stratus Data,Full-time,0,0,0,"[0, 0]",1,1,30,180.0,0,0.0
476,"Sr. Data Scientist - Marketplace, Ad Platforms",Apple,Cupertino,Careers At Apple,Full-time,1,1,6,"[143100, 264200]",0,1,30,181.0,143100,264200.0
477,"Assistant Director, Cancer Data Science",School of Medicine,Stanford,Stanford Medicine - Stanford University,Full-time,0,0,3,"[87000, 125000]",1,1,30,182.0,87000,125000.0
478,Data Scientist (Starlink Growth),SpaceX,Sunnyvale,Ladders,Full-time,1,1,0,"[130000, 180000]",1,1,30,183.0,130000,180000.0
479,Data Scientist/Senior Data Scientist,C3 AI,Redwood City,LinkedIn,Full-time,1,0,0,"[123000, 185000]",1,1,20,184.0,123000,185000.0
480,Data Scientist / Senior Data Scientist,"Diagnose Early Holdings, Inc.",Menlo Park,Glassdoor,Full-time,1,1,4,"[160000, 225000]",0,1,30,185.0,160000,225000.0
481,Senior Data Scientist,Virta Health,Newark,Lively Vacancies,Full-time,0,0,7,"[996, 213]",1,1,1,186.0,996,213.0
482,Data Scientist,Abbott Laboratories,Alameda,Abbott Jobs,Full-time,1,1,1,"[64000, 128000]",1,0,2,187.0,64000,128000.0
483,Data Scientist,Colsh Consultants,Santa Clara,Indeed,Full-time,0,0,1,"[64000, 128000]",1,0,30,188.0,64000,128000.0
484,Entry Level Data Scientist-Remote,SynergisticIT,Sunnyvale,ZipRecruiter,Full-time,0,0,0,"[0, 0]",0,1,30,189.0,0,0.0
485,Senior Data Scientist - Retailer,Faire,San Francisco,LinkedIn,Full-time,1,0,3,"[177500, 244000]",0,1,2,190.0,177500,244000.0
486,"Manager, Product Data Science",Thumbtack,San Francisco,Greenhouse,Full-time,0,0,7,"[191250, 247500]",0,1,6,191.0,191250,247500.0
487,Data Scientist/Data Engineer (1042),City and County of San Francisco,San Francisco,SF Careers,Full-time,0,0,0,"[0, 0]",0,1,30,192.0,0,0.0
488,"Senior Data Scientist, ASE iCloud Data Organization [Executive Communications]",Apple,Cupertino,Careers At Apple,Full-time,1,1,5,"[175800, 312200]",0,1,30,193.0,175800,312200.0
489,Staff Data Scientist,Unity Technologies,San Francisco,Adzuna,Full-time,0,0,0,"[183700, 248600]",1,1,30,194.0,183700,248600.0
490,"Staff, Data Scientist",Walmart,Sunnyvale,Walmart Careers,Full-time and Part-time,1,1,6,"[143000, 286000]",1,1,30,195.0,143000,286000.0
491,Data Scientist,The Voleon Group,Berkeley,Lever,Full-time,1,1,1,"[150000, 190000]",1,1,30,196.0,150000,190000.0
492,Principal Data Scientist - Enterprise Data Science (San Francisco),"Gap, Inc.",San Francisco,ZipRecruiter,Full-time,0,0,0,"[0, 0]",1,0,30,197.0,0,0.0
493,Intern - Data Scientist,Genentech,South San Francisco,JobzMall,Full-time,0,0,0,"[85000, 100000]",0,0,30,198.0,85000,100000.0
494,88-50100571 Analytical Data Scientist,"1000 Genentech, Inc.",South San Francisco,Workday,Full-time,0,0,0,"[0, 0]",0,1,30,199.0,0,0.0
495,"Data Scientist, Finance",Meta,Menlo Park,LinkedIn,Full-time,1,0,5,"[173000, 242000]",0,1,9,200.0,173000,242000.0
496,"Director II, Data Science",Credit Karma,Oakland,Greenhouse,Full-time,1,1,8,"[405725, 405725]",1,1,30,201.0,0,405725.0
497,Senior Data Scientist,Walmart,Piedmont,Prime Job Seekers,Full-time and Part-time,1,1,5,"[117000, 234000]",1,1,5,202.0,117000,234000.0
498,Data Scientist - Product Marketing and Customer Analytics,Apple,Cupertino,Careers At Apple,Full-time,1,1,5,"[165500, 248700]",1,1,30,203.0,165500,248700.0
499,Data Scientist,CLARA analytics,Santa Clara,ZipRecruiter,Full-time,0,0,0,"[0, 0]",0,1,3,204.0,0,0.0
500,"Analytics Engineer, DataSF (1042)",City and County of San Francisco,San Francisco,SF Careers,Full-time,0,0,0,"[0, 0]",1,1,30,205.0,0,0.0
501,"Staff, Data Scientist - AdTech",Walmart,Sunnyvale,Walmart Careers,Full-time and Part-time,1,1,6,"[143000, 286000]",1,1,30,206.0,143000,286000.0
502,Fraud Risk Data Scientist,BILL,Campbell,Adzuna,Full-time,1,1,2,"[110200, 132100]",1,1,30,207.0,110200,132100.0
503,"Data Scientist, Product Analytics",Meta,Sunnyvale,LinkedIn,Full-time,1,0,2,"[114000, 171000]",1,1,22,208.0,114000,171000.0
504,Senior Data Scientist,Walmart,Millbrae,Prime Job Seekers,Full-time and Part-time,1,1,5,"[117000, 234000]",1,1,5,209.0,117000,234000.0
505,Data Scientist (User Growth),Jerry,San Francisco,ZipRecruiter,Full-time,0,0,4,"[240, 3840]",1,1,9,210.0,240,3840.0
506,"Data Scientist, Product Analytics (Early Career) - USDS",TikTok,Mountain View,LinkedIn,Full-time,1,1,2,"[0, 339840]",0,1,7,211.0,0,339840.0
507,Senior Data Scientist,Virta Health,South San Francisco,Lively Vacancies,Full-time,0,0,7,"[996, 213]",0,1,1,212.0,996,213.0
508,Data Scientist,"Redolent, Inc",San Bruno,ZipRecruiter,Full-time,0,0,3,"[0, 0]",0,1,4,213.0,0,0.0
509,"AIML - Sr Data Scientist, AIML Data",Apple,Cupertino,Careers At Apple,Full-time,1,1,5,"[143100, 264200]",0,1,30,214.0,143100,264200.0
510,Data Scientists,W3Global,Santa Clara,LinkedIn,Full-time and Part-time,0,0,9,"[0, 0]",1,1,2,215.0,0,0.0
511,Senior Data Scientist,Walmart,San Carlos,Prime Job Seekers,Full-time,1,1,5,"[117000, 234000]",1,1,5,216.0,117000,234000.0
512,"Senior Data Scientist, Product",Google,Mountain View,The Muse,Full-time,1,0,8,"[142000, 211000]",1,1,13,217.0,142000,211000.0
513,"Sr. Data Scientist, Analytics & Insights",Amazon Web Services (AWS),Santa Clara,LinkedIn,Full-time,1,0,5,"[143300, 247600]",0,1,7,218.0,143300,247600.0
514,"Data Scientist, GTM",OpenAI,San Francisco,ZipRecruiter,Full-time,0,0,6,"[245000, 310000]",0,1,10,219.0,245000,310000.0
515,Senior Data Scientist,Virta Health,Brisbane,Lively Vacancies,Full-time,0,0,7,"[996, 213]",0,1,1,220.0,996,213.0
516,Data Scientist - TikTok E-commerce Governance,TikTok,San Jose,LinkedIn,Full-time and Part-time,1,1,2,"[130000, 240000]",1,1,19,221.0,130000,240000.0
517,Senior Data Scientist,Walmart,Pleasant Hill,Prime Job Seekers,Full-time,1,1,5,"[117000, 234000]",1,1,5,222.0,117000,234000.0
518,Lead Data Scientist (User Growth),Jerry,San Francisco,ZipRecruiter,Full-time,0,0,4,"[240, 3840]",1,1,9,223.0,240,3840.0
519,Machine Learning Scientist - Health Sensing,Apple,Cupertino,Careers At Apple,Contractor,1,1,3,"[207800, 312200]",0,1,30,224.0,207800,312200.0
520,Entry/Junior Level Data Scientist/Python Programmer,SynergisticIT,San Jose,LinkedIn,Full-time,0,0,0,"[192000, 192000]",0,1,30,225.0,192000,192000.0
521,"Director, Data Science and AI - IS Clinical Research - Full Time 8 Hour Days (Exempt) (Non-Union)",Keck Medicine of USC,California • via Careers At USC - University Of Southern California,Careers At USC - University Of Southern California,Full-time and Part-time,0,0,5,"[133120, 219648]",1,1,30,226.0,133120,219648.0
522,"Staff, Data Scientist-- Walmart Fulfillment Services",Walmart,San Bruno,Walmart Careers,Full-time,1,1,7,"[132000, 264000]",1,1,30,227.0,132000,264000.0
523,Senior Data Scientist,Virta Health,Daly City,Lively Vacancies,Full-time,0,0,7,"[996, 213]",1,1,1,228.0,996,213.0
524,"Senior Data Scientist, Ecommerce - USDS",TikTok,Mountain View,LinkedIn,Full-time,1,1,0,"[355, 329]",0,1,22,229.0,355,329.0
525,Data Scientist,"Fullpower Technologies, Inc.",Santa Cruz,Glassdoor,Full-time and Part-time,1,0,0,"[130000, 170000]",0,1,27,230.0,130000,170000.0
526,Principal Data Scientist - The AI Training Team,Capital One,San Jose,Capital One Careers,Full-time,1,0,5,"[0, 0]",0,1,4,231.0,0,0.0
527,Senior AI/ML Data Scientist – Natural Language Processing (Hybrid),Merk,South San Francisco,Merck Careers,Full-time and Part-time,0,0,5,"[0, 0]",1,1,5,232.0,0,0.0
528,Senior Data Scientist,Walmart,Portola Valley,Prime Job Seekers,Full-time,1,1,5,"[117000, 234000]",1,1,5,233.0,117000,234000.0
529,Staff Data Scientist,Grindr,San Francisco,LinkedIn,Full-time,1,1,7,"[168000, 198000]",1,1,11,234.0,168000,198000.0
530,Senior Data Scientist,Virta Health,Albany,Lively Vacancies,Full-time,0,0,7,"[996, 213]",0,1,1,235.0,996,213.0
531,Data Scientist 2,Micron Technology,San Jose,LinkedIn,Full-time,1,1,0,"[170186, 219000]",0,1,9,236.0,170186,219000.0
532,Senior Data Scientist - Risk Analytics,Mercury,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time and Part-time,1,0,4,"[0, 0]",0,1,13,237.0,0,0.0
533,"SENIOR, DATA SCIENTIST - WCP",Walmart,Palo Alto,Prime Job Seekers,Full-time,1,1,0,"[0, 0]",0,1,6,238.0,0,0.0
534,"Data Scientist, Data Foundation & System",TikTok,San Jose,LinkedIn,Full-time and Part-time,1,1,2,"[144000, 329000]",0,1,9,239.0,144000,329000.0
535,"Senior Data Scientist, AI Foundations",Capital One,San Jose,Capital One Careers,Full-time,1,0,3,"[138500, 158100]",0,1,4,240.0,138500,158100.0
536,"Director, Data Science – Customer Engineering",Adobe,San Jose,Adobe Careers,Contractor,0,0,1,"[191700, 345700]",0,1,3,241.0,191700,345700.0
537,"Data Scientist@Santa Clara, CA",Diverse Lynx,Santa Clara,LinkedIn,Full-time and Part-time,0,0,8,"[0, 0]",1,1,30,242.0,0,0.0
538,DATA SCIENTIST III | SEARCH | NLP/CV,Walmart,Pleasanton,Prime Job Seekers,Full-time,1,1,4,"[0, 0]",1,1,6,243.0,0,0.0
539,Senior Data Scientist,Virta Health,Tracy,Lively Vacancies,Full-time,0,0,7,"[996, 213]",1,1,1,244.0,996,213.0
540,Data Scientist 2,Intuit,Mountain View,LinkedIn,Full-time,0,0,1,"[0, 0]",0,1,11,245.0,0,0.0
541,"Data Scientist, Global Monetization Strategy & Analytics",TikTok,San Jose,LinkedIn,Full-time and Part-time,1,1,5,"[176000, 395000]",1,1,20,246.0,176000,395000.0
542,"(USA) Staff, Data Scientist",Walmart,Palo Alto,ZipRecruiter,Full-time,1,1,5,"[143000, 286000]",1,1,5,247.0,143000,286000.0
543,Senior Data Scientist,Virta Health,Martinez,Lively Vacancies,Full-time,0,0,7,"[996, 213]",1,1,1,248.0,996,213.0
544,"Data Scientist, Signal Processing and Machine Learning",Verily,San Bruno,LinkedIn,Full-time,1,0,3,"[119000, 169000]",1,1,15,249.0,119000,169000.0
545,Data Scientist,Natera,San Carlos,LinkedIn,Full-time and Part-time,1,1,2,"[0, 0]",1,1,8,250.0,0,0.0
546,"SENIOR, DATA SCIENTIST - MACHINE LEARNING ENGINEER",Walmart,San Leandro,Prime Job Seekers,Full-time,1,1,5,"[117000, 234000]",1,1,6,251.0,117000,234000.0
547,Senior AI Data Scientist,Electronic Arts (EA),Redwood City,LinkedIn,Contractor,1,1,0,"[0, 0]",1,1,8,252.0,0,0.0
548,Junior Data Scientist/Analyst (Remote),SynergisticIT,San Jose,LinkedIn,Full-time and Part-time,0,0,0,"[192000, 192000]",1,1,30,253.0,192000,192000.0
549,"SENIOR, DATA SCIENTIST, MACHINE LEARNING PLATFORM",Walmart,San Jose,Prime Job Seekers,Contractor,1,1,5,"[0, 0]",1,1,6,254.0,0,0.0
550,Data Scientist (Software Developer III),Russell Tobin,Cupertino,LinkedIn,Full-time and Part-time,1,1,5,"[153600, 163200]",1,1,1,255.0,153600,163200.0
551,"(USA) Staff, Data Scientist",Walmart,Milpitas,ZipRecruiter,Full-time,1,1,6,"[143000, 286000]",1,1,8,256.0,143000,286000.0
552,"Senior Data Scientist, Biological Discovery",Calico Life Sciences,South San Francisco,LinkedIn,Full-time,0,0,0,"[164000, 172000]",1,1,16,257.0,164000,172000.0
